'Communes';'Codes_Insee';'NB_Allocataires';'ALL_PAJE';'ALL_PRIM';'ALL_BASEP';'ALL_CMG';'ALL_CMG_ASMA';'ALL_CMG_DOM';'ALL_CMG_A';'ALL_Clca_Colca'
BONNEIL;02098;39;10;;;;;;;
BONNESVALYN;02099;28;9;;;;;;;
BONY;02100;26;6;;;;;;;
BOSMONT-SUR-SERRE;02101;19;6;;;;;;;
BOUCONVILLE-VAUCLAIR;02102;27;10;;;;;;;
BOUE;02103;229;48;;42;16;;;;8
BOUFFIGNEREUX;02104;10;;;;;;;;
BOURESCHES;02105;22;8;;;;;;;
BOURG-ET-COMIN;02106;122;35;;29;11;;;;9
BOURGUIGNON-SOUS-COUCY;02107;17;7;;;;;;;
BOURGUIGNON-SOUS-MONTBAVIN;02108;23;;;;;;;;
LA BOUTEILLE;02109;65;12;;7;7;;;;
BRAINE;02110;394;93;;72;39;;;;16
BRANCOURT-EN-LAONNOIS;02111;97;31;;19;18;;;;7
BRANCOURT-LE-GRAND;02112;85;21;;12;13;;;;
BRASLES;02114;247;34;;22;17;;;;5
BRAYE-EN-LAONNOIS;02115;23;5;;;;;;;
BRAYE-EN-THIERACHE;02116;22;7;;;;;;;
BRAY-SAINT-CHRISTOPHE;02117;10;;;;;;;;
BRAYE;02118;16;;;;;;;;
BRECY;02119;34;8;;;;;;;
BRENELLE;02120;23;8;;;;;;;
BRENY;02121;33;6;;;;;;;
BRIE;02122;6;;;;;;;;
BRISSAY-CHOIGNY;02123;37;13;;;7;;;;
BRISSY-HAMEGICOURT;02124;83;24;;18;14;;;;7
BRUMETZ;02125;31;13;;;6;;;;7
BRUNEHAMEL;02126;72;13;;;7;;;;
BRUYERES-SUR-FERE;02127;18;6;;;;;;;
BRUYERES-ET-MONTBERAULT;02128;200;48;;27;32;;;;8
BRUYS;02129;;;;;;;;;
BUCILLY;02130;24;6;;;;;;;
BUCY-LE-LONG;02131;234;61;;39;38;;;;8
BUCY-LES-CERNY;02132;31;10;;;;;;;
BUCY-LES-PIERREPONT;02133;54;16;;;;;;;
BUIRE;02134;125;22;;;7;;;;
BUIRONFOSSE;02135;203;39;;32;16;;;;11
BURELLES;02136;14;;;;;;;;
BUSSIARES;02137;22;7;;;;;;;
BUZANCY;02138;23;8;;;;;;;
CAILLOUEL-CREPIGNY;02139;47;19;;13;12;;;;5
CAMELIN;02140;57;15;;10;10;;;;
LA CAPELLE;02141;384;49;;40;18;;;;6
CASTRES;02142;30;10;;;;;;;
LE CATELET;02143;37;10;;;5;;;;
CAULAINCOURT;02144;18;5;;;;;;;
CAUMONT;02145;76;22;;16;14;;;;
CELLES-LES-CONDE;02146;7;;;;;;;;
LA CELLE-SOUS-MONTMIRAIL;02147;15;;;;;;;;
CELLES-SUR-AISNE;02148;31;9;;;;;;;
CERIZY;02149;8;;;;;;;;
CERNY-EN-LAONNOIS;02150;7;;;;;;;;
CERNY-LES-BUCY;02151;11;;;;;;;;
CERSEUIL;02152;10;5;;;;;;;
CESSIERES;02153;63;17;;;10;;;;
CHACRISE;02154;58;14;;;7;;;;5
CHAILLEVOIS;02155;32;5;;;;;;;
CHALANDRY;02156;33;9;;;;;;;
CHAMBRY;02157;108;28;;21;13;;;;
CHAMOUILLE;02158;44;10;;;;;;;
CHAMPS;02159;28;7;;;;;;;
CHAOURSE;02160;81;19;;13;10;;;;
LA CHAPELLE-MONTHODON;02161;7;;;;;;;;
LA CHAPELLE-SUR-CHEZY;02162;39;11;;;6;;;;
CHARLY-SUR-MARNE;02163;453;99;;79;35;;;;21
LE CHARMEL;02164;37;16;;;10;;;;
CHARMES;02165;256;64;;50;27;;;;16
CHARTEVES;02166;42;13;;;8;;;;
CHASSEMY;02167;122;43;;28;25;;;;8
CHATEAU-THIERRY;02168;3412;609;8;530;175;;;;95
CHATILLON-LES-SONS;02169;8;;;;;;;;
CHATILLON-SUR-OISE;02170;14;;;;;;;;
CHAUDARDES;02171;13;6;;;;;;;
CHAUDUN;02172;30;11;;;;;;;
CHAUNY;02173;2877;491;7;436;123;107;;14;74
CHAVIGNON;02174;119;42;;31;30;;;;13
CHAVIGNY;02175;17;;;;;;;;
CHAVONNE;02176;28;12;;;;;;;
CHERET;02177;16;7;;;;;;;
CHERMIZY-AILLES;02178;19;;;;;;;;
CHERY-CHARTREUVE;02179;42;20;;15;7;;;;
CHERY-LES-POUILLY;02180;96;37;;25;23;;;;5
CHERY-LES-ROZOY;02181;16;;;;;;;;
CHEVENNES;02182;19;5;;;;;;;
CHEVREGNY;02183;22;9;;;;;;;
CHEVRESIS-MONCEAU;02184;77;11;;;6;;;;
CHEZY-EN-ORXOIS;02185;49;19;;;10;;;;5
CHEZY-SUR-MARNE;02186;149;36;;26;17;;;;12
CHIERRY;02187;120;32;;20;18;;;;9
CHIGNY;02188;17;;;;;;;;
CHIVRES-EN-LAONNOIS;02189;54;14;;;8;;;;5
CHIVRES-VAL;02190;74;21;;;14;;;;
CHIVY-LES-ETOUVELLES;02191;60;19;;;8;;;;5
CHOUY;02192;61;17;;;7;;;;
CIERGES;02193;7;;;;;;;;
CILLY;02194;27;7;;;;;;;
CIRY-SALSOGNE;02195;132;38;;23;28;;;;7
CLACY-ET-THIERRET;02196;48;15;;10;7;;;;
CLAIRFONTAINE;02197;58;22;;;11;;;;7
CLAMECY;02198;27;7;;;;;;;
CLASTRES;02199;101;31;;20;17;;;;6
CLERMONT-LES-FERMES;02200;18;;;;;;;;
COEUVRES-ET-VALSERY;02201;53;17;;;5;;;;7
COINCY;02203;211;61;;44;30;;;;15
COINGT;02204;;;;;;;;;
COLLIGIS-CRANDELAIN;02205;35;17;;12;10;;;;
COLONFAY;02206;12;;;;;;;;
COMMENCHON;02207;27;5;;;;;;;
CONCEVREUX;02208;29;6;;;;;;;
CONDE-EN-BRIE;02209;105;27;;20;15;;;;6
CONDE-SUR-AISNE;02210;56;14;;;;;;;
CONDE-SUR-SUIPPE;02211;29;14;;;9;;;;
CONDREN;02212;84;20;;;7;;;;
CONNIGIS;02213;39;15;;;6;;;;
CONTESCOURT;02214;9;;;;;;;;
CORBENY;02215;111;32;;22;16;10;;6;
CORCY;02216;37;12;;;5;;;;
COUCY-LE-CHATEAU-AUFFRIQUE;02217;189;32;;23;16;;;;5
COUCY-LES-EPPES;02218;73;28;;21;16;;;;7
COUCY-LA-VILLE;02219;20;9;;;;;;;
COULONGES-COHAN;02220;53;17;;;5;;;;10
COUPRU;02221;21;5;;;;;;;
COURBES;02222;6;;;;;;;;
COURBOIN;02223;39;11;;;;;;;
COURCELLES-SUR-VESLE;02224;51;16;;;9;;;;
COURCHAMPS;02225;10;;;;;;;;
COURMELLES;02226;215;58;;45;39;;;;13
COURMONT;02227;13;6;;;;;;;
COURTEMONT-VARENNES;02228;38;13;;;7;;;;5
COURTRIZY-ET-FUSSIGNY;02229;5;;;;;;;;
COUVRELLES;02230;28;8;;;;;;;
COUVRON-ET-AUMENCOURT;02231;168;53;;37;32;;;;11
COYOLLES;02232;101;6;;;;;;;
CRAMAILLE;02233;15;6;;;;;;;
CRAONNE;02234;7;;;;;;;;
CRAONNELLE;02235;18;7;;;;;;;
CRECY-AU-MONT;02236;52;18;;13;13;;;;
CRECY-SUR-SERRE;02237;267;61;;45;28;;;;13
CREPY;02238;304;94;;72;41;;;;23
CREZANCY;02239;199;52;;41;26;;;;12
CROIX-FONSOMME;02240;29;12;;;;;;;
LA CROIX-SUR-OURCQ;02241;13;;;;;;;;
CROUTTES-SUR-MARNE;02242;73;24;;;8;;;;7
CROUY;02243;487;118;;98;46;;;;22
CRUPILLY;02244;9;;;;;;;;
CUFFIES;02245;376;48;;36;21;;;;12
CUGNY;02246;83;35;;23;19;;;;8
CUIRIEUX;02248;24;7;;;;;;;
CUIRY-HOUSSE;02249;10;;;;;;;;
CUIRY-LES-CHAUDARDES;02250;10;;;;;;;;
CUIRY-LES-IVIERS;02251;;;;;;;;;
CUISSY-ET-GENY;02252;8;;;;;;;;
CUISY-EN-ALMONT;02253;46;14;;9;;;;;
CUTRY;02254;18;;;;;;;;
CYS-LA-COMMUNE;02255;21;9;;;;;;;
DAGNY-LAMBERCY;02256;20;5;;;;;;;
DALLON;02257;46;19;;;12;;;;5
DAMMARD;02258;41;8;;;;;;;
DAMPLEUX;02259;43;10;;;5;;;;5
DANIZY;02260;110;31;;25;13;;;;7
DERCY;02261;48;13;;;5;;;;
DEUILLET;02262;32;9;;;;;;;
DHUIZEL;02263;14;6;;;;;;;
DIZY-LE-GROS;02264;119;29;;21;12;;;;
DOHIS;02265;11;;;;;;;;
DOLIGNON;02266;;;;;;;;;
DOMMIERS;02267;48;12;;;6;;;;
DOMPTIN;02268;90;29;;22;16;;;;7
DORENGT;02269;23;7;;;;;;;
DOUCHY;02270;31;10;;;;;;;
DRAVEGNY;02271;11;;;;;;;;
DROIZY;02272;8;;;;;;;;
DURY;02273;25;9;;;;;;;
EBOULEAU;02274;30;8;;;;;;;
EFFRY;02275;67;14;;;;;;;
ENGLANCOURT;02276;14;;;;;;;;
EPAGNY;02277;55;14;;;7;;;;
EPARCY;02278;;;;;;;;;
EPAUX-BEZU;02279;63;18;;;7;;;;9
EPIEDS;02280;44;12;;;7;;;;
L'EPINE-AUX-BOIS;02281;30;9;;;;;;;
EPPES;02282;54;15;;10;9;;;;6
ERLON;02283;35;12;;;5;;;;
ERLOY;02284;10;;;;;;;;
ESQUEHERIES;02286;112;31;;;11;;;;8
ESSIGNY-LE-GRAND;02287;120;26;;17;20;;;;6
ESSIGNY-LE-PETIT;02288;50;9;;;;;;;
ESSISES;02289;40;9;;;;;;;
ESSOMES-SUR-MARNE;02290;354;102;5;84;48;;;;21
ESTREES;02291;53;20;;;8;;;;6
ETAMPES-SUR-MARNE;02292;153;49;;38;22;;;;10
ETAVES-ET-BOCQUIAUX;02293;79;22;;;12;;;;
ETOUVELLES;02294;22;5;;;;;;;
ETREAUPONT;02295;152;30;;25;13;;;;7
ETREILLERS;02296;160;37;;24;24;;;;5
ETREPILLY;02297;13;;;;;;;;
ETREUX;02298;251;48;;41;19;;;;8
EVERGNICOURT;02299;69;30;;21;20;;;;7
FAUCOUCOURT;02301;47;15;;;5;;;;
FAVEROLLES;02302;31;11;;;;;;;
FAYET;02303;72;21;;9;16;;;;6
LA FERE;02304;859;145;;133;23;;;;14
FERE-EN-TARDENOIS;02305;595;94;;85;22;;;;13
LA FERTE-CHEVRESIS;02306;78;18;;;8;;;;5
LA FERTE-MILON;02307;349;84;;70;41;;;;19
FESMY-LE-SART;02308;67;19;;;12;;;;
FESTIEUX;02309;102;44;;31;23;;;;8
FIEULAINE;02310;28;8;;;;;;;
FILAIN;02311;18;7;;;;;;;
LA FLAMENGRIE;02312;169;55;;41;31;;;;13
FLAVIGNY-LE-GRAND-ET-BEAURAIN;02313;59;11;;;;;;;5
FLAVY-LE-MARTEL;02315;277;66;;56;30;;;;15
FLEURY;02316;11;;;;;;;;
FLUQUIERES;02317;26;10;;;5;;;;
FOLEMBRAY;02318;243;65;;51;22;;;;9
FONSOMME;02319;57;14;;9;6;;;;
FONTAINE-LES-CLERCS;02320;26;7;;;;;;;
FONTAINE-LES-VERVINS;02321;147;42;;32;20;;;;9
FONTAINE-NOTRE-DAME;02322;51;17;;12;;;;;
FONTAINE-UTERTE;02323;21;9;;;;;;;
FONTENELLE;02324;41;16;;;8;;;;6
FONTENELLE-EN-BRIE;02325;31;9;;;;;;;
FONTENOY;02326;53;20;;;7;;;;6
FORESTE;02327;21;6;;;;;;;
FOSSOY;02328;54;19;;8;14;;;;
FOURDRAIN;02329;58;18;;;11;;;;8
FRANCILLY-SELENCY;02330;37;9;;;;;;;
FRANQUEVILLE;02331;19;;;;;;;;
FRESNES-EN-TARDENOIS;02332;27;12;;6;6;;;;
FRESNES;02333;28;7;;;;;;;
FRESNOY-LE-GRAND;02334;567;118;;97;35;;;;25
FRESSANCOURT;02335;31;12;;7;;;;;
FRIERES-FAILLOUEL;02336;140;45;;33;32;;;;12
FROIDESTREES;02337;27;6;;;;;;;
FROIDMONT-COHARTILLE;02338;39;16;;;9;;;;
GANDELU;02339;82;24;;;11;;;;10
GAUCHY;02340;891;166;;134;59;;;;33
GERCY;02341;31;7;;;;;;;
GERGNY;02342;13;;;;;;;;
GERMAINE;02343;8;;;;;;;;
GERNICOURT;02344;7;;;;;;;;
GIBERCOURT;02345;8;;;;;;;;
GIZY;02346;85;22;;15;14;;;;
GLAND;02347;57;12;;;7;;;;
GLENNES;02348;35;10;;;;;;;
GOUDELANCOURT-LES-BERRIEUX;02349;5;;;;;;;;
GOUDELANCOURT-LES-PIERREPONT;02350;17;8;;;;;;;
GOUSSANCOURT;02351;17;7;;;;;;;
GOUY;02352;81;20;;;10;;;;
GRANDLUP-ET-FAY;02353;35;9;;;;;;;
GRANDRIEUX;02354;10;;;;;;;;
GRICOURT;02355;150;55;;40;28;;;;15
GRISOLLES;02356;40;17;;;;;;;7
GRONARD;02357;8;;;;;;;;
GROUGIS;02358;51;14;;;6;;;;
GRUGIES;02359;196;58;;45;26;;;;15
GUIGNICOURT;02360;330;92;;66;50;;;;24
GUISE;02361;1171;174;5;157;32;;;;19
GUIVRY;02362;31;10;;;;;;;
GUNY;02363;60;14;;9;8;;;;
GUYENCOURT;02364;32;9;;;;;;;
HANNAPES;02366;50;16;;;6;;;;
HAPPENCOURT;02367;20;7;;;;;;;
HARAMONT;02368;63;16;;;8;;;;
HARCIGNY;02369;41;13;;;6;;;;
HARGICOURT;02370;86;28;;;8;;;;7
HARLY;02371;226;39;;27;16;;;;
HARTENNES-ET-TAUX;02372;47;16;;;10;;;;
HARY;02373;18;;;;;;;;
LEHAUCOURT;02374;167;49;;37;23;;;;14
HAUTEVESNES;02375;19;6;;;;;;;
HAUTEVILLE;02376;23;7;;;;;;;
HAUTION;02377;14;5;;;;;;;
LA HERIE;02378;14;;;;;;;;
LE HERIE-LA-VIEVILLE;02379;16;;;;;;;;
HINACOURT;02380;5;;;;;;;;
HIRSON;02381;2259;352;7;322;74;;;;30
HOLNON;02382;204;62;;43;34;;;;16
HOMBLIERES;02383;226;67;;45;43;38;;6;12
HOURY;02384;5;;;;;;;;
HOUSSET;02385;19;7;;;;;;;
IRON;02386;36;11;;;;;;;5
ITANCOURT;02387;133;36;;27;25;;;;9
IVIERS;02388;17;;;;;;;;
JAULGONNE;02389;83;27;;21;14;;;;5
JEANCOURT;02390;42;13;;;;;;;7
JEANTES;02391;25;6;;;;;;;
JONCOURT;02392;35;11;;;;;;;
JOUAIGNES;02393;18;6;;;;;;;
JUMENCOURT;02395;19;;;;;;;;
JUMIGNY;02396;7;;;;;;;;
JUSSY;02397;217;53;;41;24;;;;16
JUVIGNY;02398;42;13;;8;;;;;
JUVINCOURT-ET-DAMARY;02399;72;28;;21;18;;;;8
LAFFAUX;02400;18;;;;;;;;
LAIGNY;02401;21;6;;;;;;;
LANCHY;02402;;;;;;;;;
LANDIFAY-ET-BERTAIGNEMONT;02403;42;11;;;;;;;
LANDOUZY-LA-COUR;02404;23;8;;;;;;;
LANDOUZY-LA-VILLE;02405;74;21;;;11;;;;6
LANDRICOURT;02406;19;9;;;;;;;
LANISCOURT;02407;18;6;;;;;;;
LAON;02408;6382;988;24;869;233;225;8;;125
LAPPION;02409;48;10;;;;;;;
LARGNY-SUR-AUTOMNE;02410;26;8;;;;;;;
LATILLY;02411;31;10;;;5;;;;
LAUNOY;02412;15;5;;;;;;;
LAVAL-EN-LAONNOIS;02413;31;7;;;;;;;
LAVAQUERESSE;02414;25;7;;;;;;;
LAVERSINE;02415;21;7;;;;;;;
LEME;02416;57;12;;;;;;;
LEMPIRE;02417;10;;;;;;;;
LERZY;02418;26;8;;;;;;;
LESCHELLE;02419;35;8;;;;;;;
LESDINS;02420;94;19;;;7;;;;10
LESGES;02421;12;7;;;;;;;
LESQUIELLES-SAINT-GERMAIN;02422;114;33;;;13;;;;10
LEUILLY-SOUS-COUCY;02423;54;17;;10;;;;;
LEURY;02424;11;;;;;;;;
LEUZE;02425;21;7;;;;;;;
LEVERGIES;02426;81;26;;18;17;;;;8
LHUYS;02427;27;6;;;;;;;
LICY-CLIGNON;02428;13;;;;;;;;
LIERVAL;02429;14;7;;;;;;;
LIESSE-NOTRE-DAME;02430;280;49;;36;23;;;;7
LIEZ;02431;39;12;;;;;;;
LIME;02432;21;7;;;;;;;
LISLET;02433;32;10;;;5;;;;
LIZY;02434;34;8;;;;;;;
LOGNY-LES-AUBENTON;02435;5;;;;;;;;
LONGPONT;02438;29;9;;;;;;;
LONGUEVAL-BARBONVAL;02439;92;30;;24;15;;;;5
LOR;02440;18;5;;;;;;;
LOUATRE;02441;21;5;;;;;;;
LOUPEIGNE;02442;14;;;;;;;;
LUCY-LE-BOCAGE;02443;23;7;;;;;;;
LUGNY;02444;12;;;;;;;;
LUZOIR;02445;39;10;;;5;;;;
LY-FONTAINE;02446;21;6;;;;;;;
MAAST-ET-VIOLAINE;02447;22;6;;;;;;;
MACHECOURT;02448;13;;;;;;;;
MACOGNY;02449;9;;;;;;;;
MACQUIGNY;02450;52;11;;;;;;;
MAGNY-LA-FOSSE;02451;18;6;;;;;;;
MAISSEMY;02452;28;9;;;;;;;
MAIZY;02453;54;20;;14;12;;;;
LA MALMAISON;02454;65;28;;17;19;;;;
MALZY;02455;24;;;;;;;;
MANICAMP;02456;32;9;;;;;;;
MARCHAIS;02457;61;25;;20;12;;;;5
MARCHAIS-EN-BRIE;02458;38;16;;;6;;;;8
MARCY;02459;19;6;;;;;;;
MARCY-SOUS-MARLE;02460;28;6;;;;;;;
MAREST-DAMPCOURT;02461;51;18;;;5;;;;
MAREUIL-EN-DOLE;02462;36;12;;6;;;;;
MARFONTAINE;02463;10;;;;;;;;
MARGIVAL;02464;47;18;;12;8;;;;5
MARIGNY-EN-ORXOIS;02465;45;14;;;5;;;;
MARIZY-SAINTE-GENEVIEVE;02466;17;8;;;;;;;
MARIZY-SAINT-MARD;02467;5;;;;;;;;
MARLE;02468;459;77;;68;22;;;;9
MARLY-GOMONT;02469;56;18;;;;;;;
MARTIGNY;02470;64;18;;11;11;;;;
MARTIGNY-COURPIERRE;02471;16;9;;;;;;;
MAUREGNY-EN-HAYE;02472;66;24;;;9;;;;
MAYOT;02473;33;10;;;;;;;
MENNESSIS;02474;68;26;;18;12;;;;
MENNEVILLE;02475;67;24;;19;10;;;;11
MENNEVRET;02476;90;23;;;5;;;;7
MERCIN-ET-VAUX;02477;112;22;;14;15;;;;6
MERLIEUX-ET-FOUQUEROLLES;02478;43;11;;;;;;;
MERVAL;02479;16;;;;;;;;
MESBRECOURT-RICHECOURT;02480;42;14;;;9;;;;7
MESNIL-SAINT-LAURENT;02481;58;17;;11;;;;;6
MEURIVAL;02482;8;;;;;;;;
MEZIERES-SUR-OISE;02483;63;21;;13;12;;;;
MEZY-MOULINS;02484;57;24;;18;16;;;;7
MISSY-AUX-BOIS;02485;9;;;;;;;;
MISSY-LES-PIERREPONT;02486;13;;;;;;;;
MISSY-SUR-AISNE;02487;64;15;;9;7;;;;
MOLAIN;02488;16;8;;;;;;;
MOLINCHART;02489;42;17;;11;11;;;;6
MONAMPTEUIL;02490;15;7;;;;;;;
MONCEAU-LE-NEUF-ET-FAUCOUZY;02491;42;14;;9;7;;;;
MONCEAU-LES-LEUPS;02492;64;19;;;9;;;;5
MONCEAU-LE-WAAST;02493;30;10;;;5;;;;
MONCEAU-SUR-OISE;02494;12;5;;;;;;;
MONDREPUIS;02495;166;48;;37;22;;;;9
MONNES;02496;17;6;;;;;;;
MONS-EN-LAONNOIS;02497;153;39;;27;22;;;;13
MONTAIGU;02498;104;28;;21;14;;;;5
MONTBAVIN;02499;7;;;;;;;;
MONTBREHAIN;02500;120;28;;23;13;;;;5
MONTCHALONS;02501;9;;;;;;;;
MONTCORNET;02502;268;52;;47;13;;;;6
MONT-D'ORIGNY;02503;156;33;;27;11;;;;7
MONTESCOURT-LIZEROLLES;02504;302;86;;66;44;;;;15
MONTFAUCON;02505;19;12;;;;;;;
MONTGOBERT;02506;21;6;;;;;;;
MONTGRU-SAINT-HILAIRE;02507;;;;;;;;;
MONTHENAULT;02508;23;8;;;;;;;
MONTHIERS;02509;18;5;;;;;;;
MONTHUREL;02510;16;;;;;;;;
MONTIGNY-EN-ARROUAISE;02511;43;12;;;6;;;;
MONTIGNY-L'ALLIER;02512;32;13;;;7;;;;
MONTIGNY-LE-FRANC;02513;13;7;;;;;;;
MONTIGNY-LENGRAIN;02514;93;33;;23;20;;;;6
MONTIGNY-LES-CONDE;02515;5;;;;;;;;
MONTIGNY-SOUS-MARLE;02516;8;;;;;;;;
MONTIGNY-SUR-CRECY;02517;51;11;;;6;;;;
MONTLEVON;02518;25;6;;;;;;;
MONTLOUE;02519;26;7;;;;;;;
MONT-NOTRE-DAME;02520;107;33;;26;20;;;;8
MONTREUIL-AUX-LIONS;02521;198;76;;62;38;;;;24
MONT-SAINT-JEAN;02522;9;;;;;;;;
MONT-SAINT-MARTIN;02523;8;;;;;;;;
MONT-SAINT-PERE;02524;75;27;;16;19;;;;8
MORCOURT;02525;73;16;;;7;;;;6
MORGNY-EN-THIERACHE;02526;12;;;;;;;;
MORSAIN;02527;53;17;;12;8;;;;
MORTEFONTAINE;02528;31;10;;;5;;;;
MORTIERS;02529;26;6;;;;;;;
MOULINS;02530;6;;;;;;;;
MOUSSY-VERNEUIL;02531;19;;;;;;;;
MOY-DE-L'AISNE;02532;128;36;;29;14;;;;5
MURET-ET-CROUTTES;02533;20;;;;;;;;
MUSCOURT;02534;6;;;;;;;;
NAMPCELLES-LA-COUR;02535;13;;;;;;;;
NAMPTEUIL-SOUS-MURET;02536;12;5;;;;;;;
NANTEUIL-LA-FOSSE;02537;29;16;;;11;;;;
NANTEUIL-NOTRE-DAME;02538;9;;;;;;;;
NAUROY;02539;113;25;;18;13;;;;9
NESLES-LA-MONTAGNE;02540;138;41;;25;27;;;;10
NEUFCHATEL-SUR-AISNE;02541;45;19;;14;9;;;;
NEUFLIEUX;02542;13;6;;;;;;;
NEUILLY-SAINT-FRONT;02543;348;97;;76;42;;;;18
NEUVE-MAISON;02544;95;22;;;13;;;;5
LA NEUVILLE-BOSMONT;02545;22;5;;;;;;;
LA NEUVILLE-EN-BEINE;02546;23;7;;;;;;;
LA NEUVILLE-HOUSSET;02547;16;;;;;;;;
LA NEUVILLE-LES-DORENGT;02548;53;12;;;6;;;;
NEUVILLE-SAINT-AMAND;02549;102;19;;;7;;;;5
NEUVILLE-SUR-AILETTE;02550;11;;;;;;;;
NEUVILLE-SUR-MARGIVAL;02551;28;9;;;;;;;
NEUVILLETTE;02552;24;;;;;;;;
NIZY-LE-COMTE;02553;44;14;;;8;;;;
NOGENTEL;02554;106;27;;18;16;;;;
NOGENT-L'ARTAUD;02555;338;75;;64;31;;;;16
NOIRCOURT;02556;9;;;;;;;;
NOROY-SUR-OURCQ;02557;16;5;;;;;;;
LE NOUVION-EN-THIERACHE;02558;504;81;;65;30;;;;15
NOUVION-ET-CATILLON;02559;64;18;;;10;;;;
NOUVION-LE-COMTE;02560;24;10;;5;;;;;
NOUVION-LE-VINEUX;02561;23;6;;;;;;;
NOUVRON-VINGRE;02562;41;12;;;7;;;;
NOYALES;02563;21;;;;;;;;
NOYANT-ET-ACONIN;02564;54;10;;;;;;;
OEUILLY;02565;40;9;;;;;;;
OGNES;02566;133;41;;34;22;;;;9
OHIS;02567;44;7;;;;;;;
OIGNY-EN-VALOIS;02568;12;7;;;;;;;
OISY;02569;77;22;;;6;;;;
OLLEZY;02570;24;6;;;;;;;
OMISSY;02571;69;17;;8;12;;;;5
ORAINVILLE;02572;55;16;;10;;;;;5
ORGEVAL;02573;6;;;;;;;;
ORIGNY-EN-THIERACHE;02574;279;59;;47;28;;;;7
ORIGNY-SAINTE-BENOITE;02575;318;79;;61;26;;;;10
OSLY-COURTIL;02576;44;9;;;;;;;
OSTEL;02577;8;;;;;;;;
OULCHES-LA-VALLEE-FOULON;02578;11;;;;;;;;
OULCHY-LA-VILLE;02579;12;;;;;;;;
OULCHY-LE-CHATEAU;02580;142;32;;26;16;;;;6
PAARS;02581;34;11;;;;;;;
PAISSY;02582;9;;;;;;;;
PANCY-COURTECON;02583;8;;;;;;;;
PAPLEUX;02584;14;;;;;;;;
PARCY-ET-TIGNY;02585;31;11;;6;;;;;
PARFONDEVAL;02586;16;;;;;;;;
PARFONDRU;02587;40;12;;;;;;;
PARGNAN;02588;9;;;;;;;;
PARGNY-FILAIN;02589;26;10;;;;;;;
PARGNY-LA-DHUYS;02590;18;;;;;;;;
PARGNY-LES-BOIS;02591;16;7;;;;;;;
PARPEVILLE;02592;27;5;;;;;;;
PASLY;02593;101;27;;20;17;;;;6
PASSY-EN-VALOIS;02594;24;;;;;;;;
PASSY-SUR-MARNE;02595;11;;;;;;;;
PAVANT;02596;114;24;;;13;;;;5
PERLES;02597;11;6;;;;;;;
PERNANT;02598;76;20;;12;;;;;
PIERREMANDE;02599;27;9;;;;;;;
PIERREPONT;02600;47;9;;;;;;;
PIGNICOURT;02601;23;11;;;;;;;5
PINON;02602;287;71;;63;30;;;;15
PITHON;02604;6;;;;;;;;
PLEINE-SELVE;02605;27;5;;;;;;;
LE PLESSIER-HULEU;02606;8;;;;;;;;
PLOISY;02607;14;;;;;;;;
PLOMION;02608;64;16;;;7;;;;
PLOYART-ET-VAURSEINE;02609;;;;;;;;;
POMMIERS;02610;71;12;;;;;;;5
PONT-ARCY;02612;11;;;;;;;;
PONTAVERT;02613;89;32;;19;24;;;;6
PONTRU;02614;31;9;;;;;;;
PONTRUET;02615;34;12;;;;;;;
PONT-SAINT-MARD;02616;27;9;;;;;;;
POUILLY-SUR-SERRE;02617;56;17;;12;11;;;;
PREMONT;02618;122;26;;17;15;;;;5
PREMONTRE;02619;248;19;;;9;;;;
PRESLES-ET-BOVES;02620;36;;;;;;;;
PRESLES-ET-THIERNY;02621;41;13;;;6;;;;
PRIEZ;02622;5;;;;;;;;
PRISCES;02623;9;;;;;;;;
PROISY;02624;39;6;;;;;;;
PROIX;02625;21;8;;;;;;;
PROUVAIS;02626;47;13;;;5;;;;5
PROVISEUX-ET-PLESNOY;02627;13;6;;;;;;;
PUISEUX-EN-RETZ;02628;22;8;;;;;;;
PUISIEUX-ET-CLANLIEU;02629;38;10;;;;;;;
QUIERZY;02631;57;12;;;;;;;
QUINCY-BASSE;02632;7;;;;;;;;
QUINCY-SOUS-LE-MONT;02633;8;;;;;;;;
RAILLIMONT;02634;8;;;;;;;;
RAMICOURT;02635;20;5;;;;;;;
REGNY;02636;19;8;;;;;;;
REMAUCOURT;02637;31;8;;;;;;;
REMIES;02638;24;8;;;;;;;
REMIGNY;02639;56;16;;11;9;;;;
RENANSART;02640;27;7;;;;;;;
RENNEVAL;02641;14;;;;;;;;
RESIGNY;02642;18;5;;;;;;;
RESSONS-LE-LONG;02643;94;18;;;8;;;;
RETHEUIL;02644;35;9;;;;;;;
REUILLY-SAUVIGNY;02645;20;5;;;;;;;
REVILLON;02646;16;;;;;;;;
RIBEAUVILLE;02647;7;;;;;;;;
RIBEMONT;02648;350;75;;63;31;;;;18
ROCOURT-SAINT-MARTIN;02649;28;;;;;;;;
ROCQUIGNY;02650;45;10;;;;;;;
ROGECOURT;02651;9;;;;;;;;
ROGNY;02652;16;7;;;;;;;
ROMENY-SUR-MARNE;02653;49;14;;9;7;;;;
ROMERY;02654;8;;;;;;;;
RONCHERES;02655;8;;;;;;;;
ROUCY;02656;50;13;;;;;;;
ROUGERIES;02657;40;7;;;;;;;
ROUPY;02658;31;7;;;;;;;
ROUVROY;02659;49;16;;7;;;;;
ROUVROY-SUR-SERRE;02660;;;;;;;;;
